con,locus,end,L,sym,cid,orth,rna
123_3,139.260.peg.45,18727,593,,995,1,
123_3,139.260.peg.48,16708,-563,,1020,1,
123_3,139.260.peg.49,16025,-563,,910,1,
123_3,139.260.peg.5,50458,-413,,700,1,
123_3,139.260.peg.51,15791,431,,318,1,
123_3,139.260.peg.52,15296,158,,-1,,
123_3,139.260.peg.53,14873,545,,4,18,
123_3,139.260.peg.54,14297,752,,3,2,
123_3,139.260.peg.55,13569,584,,2,21,
123_3,139.260.peg.56,12937,1196,,1,21,
123_3,139.260.peg.57,11160,890,,612,1,
123_3,139.260.peg.58,10260,821,,701,1,
123_3,139.260.peg.59,9204,365,,1231,1,
123_3,139.260.peg.6,49595,-638,,608,3,
123_3,139.260.peg.60,8849,425,,1213,1,
123_3,139.260.peg.61,8427,179,,1671,1,
123_3,139.260.peg.62,8225,1034,,487,1,
123_3,139.260.peg.63,7129,626,,945,1,
123_3,139.260.peg.64,6500,872,,642,1,
123_3,139.260.peg.65,5631,335,,1297,1,
123_3,139.260.peg.66,4653,-473,,1148,1,
123_3,139.260.peg.67,2989,-1253,,322,1,
123_3,139.260.peg.68,2031,-848,,668,1,
123_3,139.260.peg.69,1955,509,,1092,1,
123_3,139.260.peg.7,48485,-791,,608,4,
123_3,139.260.peg.70,1121,485,,947,1,
123_3,139.260.peg.8,47956,-281,,608,,
123_3,139.260.peg.9,47483,-392,,608,1,
124_3,139.261.peg.10,46248,179,,364,1,
124_3,139.261.peg.11,44702,-1229,,313,1,
124_3,139.261.peg.12,43675,-848,,636,1,
124_3,139.261.peg.13,42602,-908,,473,1,
124_3,139.261.peg.14,42451,206,,1551,1,
124_3,139.261.peg.15,41375,-623,,880,1,
124_3,139.261.peg.16,40191,-833,,673,1,
124_3,139.261.peg.17,39852,-239,,1465,1,
124_3,139.261.peg.18,38140,-1244,,316,1,
124_3,139.261.peg.19,38089,569,,1028,1,
124_3,139.261.peg.2,53312,617,,706,1,
124_3,139.261.peg.20,37530,929,,574,1,
124_3,139.261.peg.21,36513,275,,1410,1,
124_3,139.261.peg.22,36208,275,,1408,1,
124_3,139.261.peg.23,35812,845,,575,1,
124_3,139.261.peg.24,34927,563,,1039,1,
124_3,139.261.peg.25,34345,1424,,234,1,
124_3,139.261.peg.26,32912,218,,1514,1,
124_3,139.261.peg.27,32701,488,,1128,1,
124_3,139.261.peg.28,32154,422,,1214,1,
124_3,139.261.peg.29,31732,1070,,443,1,
124_3,139.261.peg.3,52468,773,,646,1,
124_3,139.261.peg.30,30595,539,,1082,1,
124_3,139.261.peg.31,30034,317,,1281,1,
124_3,139.261.peg.32,29720,374,,1257,1,
124_3,139.261.peg.33,29349,452,,1154,1,
124_3,139.261.peg.34,28893,917,,571,1,
124_3,139.261.peg.35,27960,608,,323,1,
124_3,139.261.peg.36,27265,587,,979,1,
124_3,139.261.peg.37,26666,1241,,294,1,
124_3,139.261.peg.38,25075,605,,893,1,
124_3,139.261.peg.39,24387,641,,883,1,
124_3,139.261.peg.4,50275,-890,,623,1,
124_3,139.261.peg.40,21653,-1589,,159,1,
124_3,139.261.peg.41,21595,539,,1084,1,
124_3,139.261.peg.42,20881,194,,5054,1,
124_3,139.261.peg.43,20091,1352,,263,1,
124_3,139.261.peg.44,18735,593,,995,1,
124_3,139.261.peg.47,16710,-563,,1020,1,
124_3,139.261.peg.48,16003,-587,,910,1,
124_3,139.261.peg.49,15803,431,,318,1,
124_3,139.261.peg.5,49842,-224,,730,1,
124_3,139.261.peg.50,15308,158,,-1,,
124_3,139.261.peg.51,14885,545,,4,18,
124_3,139.261.peg.52,14309,752,,3,2,
124_3,139.261.peg.53,13581,584,,2,21,
124_3,139.261.peg.54,12949,1196,,1,21,
124_3,139.261.peg.55,11164,893,,612,1,
124_3,139.261.peg.56,10261,821,,701,1,
124_3,139.261.peg.57,9205,365,,1231,1,
124_3,139.261.peg.58,8850,425,,1213,1,
124_3,139.261.peg.59,8428,179,,1671,1,
124_3,139.261.peg.6,49436,-413,,700,1,
124_3,139.261.peg.60,8226,1034,,487,1,
124_3,139.261.peg.61,7130,626,,945,1,
124_3,139.261.peg.62,6501,872,,642,1,
124_3,139.261.peg.63,5632,335,,1297,1,
124_3,139.261.peg.64,4650,-473,,1148,1,
124_3,139.261.peg.65,2986,-1253,,322,1,
124_3,139.261.peg.66,2028,-848,,668,1,
124_3,139.261.peg.67,1952,509,,1092,1,
124_3,139.261.peg.69,1084,290,,947,1,
124_3,139.261.peg.7,48572,-638,,608,3,
124_3,139.261.peg.8,47463,-791,,608,4,
124_3,139.261.peg.9,46460,-755,,608,1,
125_3,139.262.peg.1,1157,485,,947,1,
125_3,139.262.peg.10,8264,1034,,487,1,
125_3,139.262.peg.11,8466,179,,1671,1,
125_3,139.262.peg.12,8888,425,,1213,1,
125_3,139.262.peg.13,9243,365,,1231,1,
125_3,139.262.peg.14,10299,821,,701,1,
125_3,139.262.peg.15,11199,890,,612,1,
125_3,139.262.peg.16,12984,1196,,1,21,
125_3,139.262.peg.17,13616,584,,2,21,
125_3,139.262.peg.18,14344,752,,3,2,
125_3,139.262.peg.19,14920,545,,4,18,
125_3,139.262.peg.20,15343,158,,-1,,
125_3,139.262.peg.21,15838,431,,318,1,
125_3,139.262.peg.22,16038,-584,,910,1,
125_3,139.262.peg.23,16742,-563,,1020,1,
125_3,139.262.peg.26,18767,593,,995,1,
125_3,139.262.peg.27,20123,1352,,263,1,
125_3,139.262.peg.28,20913,194,,5054,1,
125_3,139.262.peg.29,21627,539,,1084,1,
125_3,139.262.peg.3,1990,509,,1092,1,
125_3,139.262.peg.30,21685,-1589,,159,1,
125_3,139.262.peg.31,24418,641,,883,1,
125_3,139.262.peg.32,25106,605,,893,1,
125_3,139.262.peg.33,26697,1241,,294,1,
125_3,139.262.peg.34,27296,587,,979,1,
125_3,139.262.peg.35,27991,608,,323,1,
125_3,139.262.peg.36,28924,917,,571,1,
125_3,139.262.peg.37,29380,452,,1154,1,
125_3,139.262.peg.38,29751,374,,1257,1,
125_3,139.262.peg.39,30065,317,,1281,1,
125_3,139.262.peg.4,2066,-848,,668,1,
125_3,139.262.peg.40,30626,539,,1082,1,
125_3,139.262.peg.41,31763,1070,,443,1,
125_3,139.262.peg.42,32185,422,,1214,1,
125_3,139.262.peg.43,32732,488,,1128,1,
125_3,139.262.peg.44,32943,218,,1514,1,
125_3,139.262.peg.45,34376,1424,,234,1,
125_3,139.262.peg.46,34958,563,,1039,1,
125_3,139.262.peg.47,35843,845,,575,1,
125_3,139.262.peg.48,36239,275,,1408,1,
125_3,139.262.peg.49,36544,275,,1410,1,
125_3,139.262.peg.5,3024,-1253,,322,1,
125_3,139.262.peg.50,37561,929,,574,1,
125_3,139.262.peg.51,38120,569,,1028,1,
125_3,139.262.peg.52,38171,-1244,,316,1,
125_3,139.262.peg.53,39883,-239,,1465,1,
125_3,139.262.peg.54,40222,-833,,673,1,
125_3,139.262.peg.55,41406,-623,,880,1,
125_3,139.262.peg.56,42483,206,,1551,1,
125_3,139.262.peg.57,42634,-908,,473,1,
125_3,139.262.peg.58,43706,-848,,636,1,
125_3,139.262.peg.59,44733,-1229,,313,1,
125_3,139.262.peg.6,4688,-473,,1148,1,
125_3,139.262.peg.60,46279,179,,364,1,
125_3,139.262.peg.61,46488,-755,,608,1,
125_3,139.262.peg.62,47491,-791,,608,4,
125_3,139.262.peg.63,48600,-638,,608,3,
125_3,139.262.peg.65,49644,-233,,700,1,
125_3,139.262.peg.66,49870,-224,,730,1,
125_3,139.262.peg.67,50303,-890,,623,1,
125_3,139.262.peg.68,52496,773,,646,1,
125_3,139.262.peg.69,53520,797,,706,1,
125_3,139.262.peg.7,5670,335,,1297,1,
125_3,139.262.peg.8,6539,872,,642,1,
125_3,139.262.peg.9,7168,626,,945,1,
126_3,139.263.peg.1,53537,797,,706,1,
126_3,139.263.peg.10,44752,-1229,,313,1,
126_3,139.263.peg.11,43725,-848,,636,1,
126_3,139.263.peg.12,42653,-908,,473,1,
126_3,139.263.peg.13,42502,206,,1551,1,
126_3,139.263.peg.14,41425,-623,,880,1,
126_3,139.263.peg.15,40241,-833,,673,1,
126_3,139.263.peg.16,39896,-245,,1465,1,
126_3,139.263.peg.17,38183,-1244,,316,1,
126_3,139.263.peg.18,38132,569,,1028,1,
126_3,139.263.peg.19,37573,929,,574,1,
126_3,139.263.peg.2,52513,773,,646,1,
126_3,139.263.peg.20,36556,275,,1410,1,
126_3,139.263.peg.21,36251,275,,1408,1,
126_3,139.263.peg.22,35855,845,,575,1,
126_3,139.263.peg.23,34970,563,,1039,1,
126_3,139.263.peg.24,34388,1451,,234,1,
126_3,139.263.peg.25,32928,218,,1514,1,
126_3,139.263.peg.26,32717,488,,1128,1,
126_3,139.263.peg.27,32150,422,,1214,1,
126_3,139.263.peg.28,31728,1070,,443,1,
126_3,139.263.peg.29,30591,539,,1082,1,
126_3,139.263.peg.3,50320,-890,,623,1,
126_3,139.263.peg.30,30030,317,,1281,1,
126_3,139.263.peg.31,29716,374,,1257,1,
126_3,139.263.peg.32,29345,452,,1154,1,
126_3,139.263.peg.33,28889,917,,571,1,
126_3,139.263.peg.34,27956,608,,323,1,
126_3,139.263.peg.35,27261,587,,979,1,
126_3,139.263.peg.36,26662,1241,,294,1,
126_3,139.263.peg.37,25071,605,,893,1,
126_3,139.263.peg.38,24383,644,,883,1,
126_3,139.263.peg.39,21647,-1589,,159,1,
126_3,139.263.peg.4,49887,-224,,730,1,
126_3,139.263.peg.40,21589,539,,1084,1,
126_3,139.263.peg.41,20875,194,,5054,1,
126_3,139.263.peg.42,20096,1352,,263,1,
126_3,139.263.peg.43,18740,593,,995,1,
126_3,139.263.peg.46,16715,-563,,1020,1,
126_3,139.263.peg.47,16008,-587,,910,1,
126_3,139.263.peg.48,15808,431,,318,1,
126_3,139.263.peg.49,15313,158,,-1,,
126_3,139.263.peg.5,49481,-413,,700,1,
126_3,139.263.peg.50,14890,545,,4,18,
126_3,139.263.peg.51,14314,752,,3,2,
126_3,139.263.peg.52,13586,584,,2,21,
126_3,139.263.peg.53,12954,1196,,1,21,
126_3,139.263.peg.54,11162,890,,612,1,
126_3,139.263.peg.55,10262,821,,701,1,
126_3,139.263.peg.56,9206,365,,1231,1,
126_3,139.263.peg.57,8851,425,,1213,1,
126_3,139.263.peg.58,8429,179,,1671,1,
126_3,139.263.peg.59,8227,1034,,487,1,
126_3,139.263.peg.6,48618,-638,,608,3,
126_3,139.263.peg.60,7131,626,,945,1,
126_3,139.263.peg.61,6502,872,,642,1,
126_3,139.263.peg.62,5633,335,,1297,1,
126_3,139.263.peg.63,4651,-473,,1148,1,
126_3,139.263.peg.64,2987,-1253,,322,1,
126_3,139.263.peg.65,2029,-848,,668,1,
126_3,139.263.peg.66,1954,509,,1092,1,
126_3,139.263.peg.68,1121,485,,947,1,
126_3,139.263.peg.7,47509,-791,,608,4,
126_3,139.263.peg.8,46506,-755,,608,1,
126_3,139.263.peg.9,46298,179,,364,1,
127_3,139.264.peg.1,1157,485,,947,1,
127_3,139.264.peg.10,8264,1034,,487,1,
127_3,139.264.peg.11,8466,179,,1671,1,
127_3,139.264.peg.12,8888,425,,1213,1,
127_3,139.264.peg.13,9243,365,,1231,1,
127_3,139.264.peg.14,10299,821,,701,1,
127_3,139.264.peg.15,11199,890,,612,1,
127_3,139.264.peg.16,12991,1196,,1,21,
127_3,139.264.peg.17,13623,584,,2,21,
127_3,139.264.peg.18,14351,752,,3,2,
127_3,139.264.peg.19,14927,545,,4,18,
127_3,139.264.peg.20,15350,158,,-1,,
127_3,139.264.peg.21,15845,431,,318,1,
127_3,139.264.peg.22,16045,-587,,910,1,
127_3,139.264.peg.23,16752,-563,,1020,1,
127_3,139.264.peg.26,18777,593,,995,1,
127_3,139.264.peg.27,20133,1352,,263,1,
127_3,139.264.peg.28,20912,194,,5054,1,
127_3,139.264.peg.29,21626,539,,1084,1,
127_3,139.264.peg.3,1990,509,,1092,1,
127_3,139.264.peg.30,21684,-1589,,159,1,
127_3,139.264.peg.31,24420,644,,883,1,
127_3,139.264.peg.32,25108,605,,893,1,
127_3,139.264.peg.33,26699,1241,,294,1,
127_3,139.264.peg.34,27298,587,,979,1,
127_3,139.264.peg.35,27993,608,,323,1,
127_3,139.264.peg.36,28926,917,,571,1,
127_3,139.264.peg.37,29382,452,,1154,1,
127_3,139.264.peg.38,29753,374,,1257,1,
127_3,139.264.peg.39,30067,317,,1281,1,
127_3,139.264.peg.4,2066,-848,,668,1,
127_3,139.264.peg.40,30628,539,,1082,1,
127_3,139.264.peg.41,31765,1070,,443,1,
127_3,139.264.peg.42,32187,422,,1214,1,
127_3,139.264.peg.43,32754,488,,1128,1,
127_3,139.264.peg.44,32965,218,,1514,1,
127_3,139.264.peg.45,34425,1451,,234,1,
127_3,139.264.peg.46,35007,563,,1039,1,
127_3,139.264.peg.47,35892,845,,575,1,
127_3,139.264.peg.48,36288,275,,1408,1,
127_3,139.264.peg.49,36593,275,,1410,1,
127_3,139.264.peg.5,3024,-1253,,322,1,
127_3,139.264.peg.50,37610,929,,574,1,
127_3,139.264.peg.51,38169,569,,1028,1,
127_3,139.264.peg.52,38220,-1244,,316,1,
127_3,139.264.peg.53,39933,-245,,1465,1,
127_3,139.264.peg.54,40278,-833,,673,1,
127_3,139.264.peg.55,41462,-623,,880,1,
127_3,139.264.peg.56,42539,206,,1551,1,
127_3,139.264.peg.57,42690,-908,,473,1,
127_3,139.264.peg.58,43762,-848,,636,1,
127_3,139.264.peg.59,44789,-1229,,313,1,
127_3,139.264.peg.6,4688,-473,,1148,1,
127_3,139.264.peg.60,46335,179,,364,1,
127_3,139.264.peg.61,46543,-755,,608,1,
127_3,139.264.peg.62,47546,-791,,608,4,
127_3,139.264.peg.63,48655,-638,,608,3,
127_3,139.264.peg.64,49518,-413,,700,1,
127_3,139.264.peg.65,49924,-224,,730,1,
127_3,139.264.peg.66,50357,-890,,623,1,
127_3,139.264.peg.67,52550,773,,646,1,
127_3,139.264.peg.68,53574,797,,706,1,
127_3,139.264.peg.7,5670,335,,1297,1,
127_3,139.264.peg.8,6539,872,,642,1,
127_3,139.264.peg.9,7168,626,,945,1,
128_3,139.265.peg.1,53650,797,,706,1,
128_3,139.265.peg.10,43725,-848,,636,1,
128_3,139.265.peg.11,42652,-908,,473,1,
128_3,139.265.peg.12,42501,206,,1551,1,
128_3,139.265.peg.13,41424,-623,,880,1,
128_3,139.265.peg.14,40240,-833,,673,1,
128_3,139.265.peg.15,39901,-239,,1465,1,
128_3,139.265.peg.16,38187,-1244,,316,1,
128_3,139.265.peg.17,38136,569,,1028,1,
128_3,139.265.peg.18,37577,929,,574,1,
128_3,139.265.peg.19,36560,275,,1410,1,
128_3,139.265.peg.2,52626,773,,646,1,
128_3,139.265.peg.20,36255,275,,1408,1,
128_3,139.265.peg.21,35859,845,,575,1,
128_3,139.265.peg.22,34974,563,,1039,1,
128_3,139.265.peg.23,34392,1397,,234,1,
128_3,139.265.peg.24,32986,218,,1514,1,
128_3,139.265.peg.25,32775,488,,1128,1,
128_3,139.265.peg.26,32228,422,,1214,1,
128_3,139.265.peg.27,31806,1070,,443,1,
128_3,139.265.peg.28,30649,539,,1082,1,
128_3,139.265.peg.29,30088,317,,1281,1,
128_3,139.265.peg.3,50433,-890,,623,1,
128_3,139.265.peg.30,29774,374,,1257,1,
128_3,139.265.peg.31,29403,452,,1154,1,
128_3,139.265.peg.32,28947,917,,571,1,
128_3,139.265.peg.33,28014,608,,323,1,
128_3,139.265.peg.34,27309,587,,979,1,
128_3,139.265.peg.35,26710,1241,,294,1,
128_3,139.265.peg.36,25119,605,,893,1,
128_3,139.265.peg.37,24431,638,,883,1,
128_3,139.265.peg.38,21700,-1589,,159,1,
128_3,139.265.peg.39,21642,539,,1084,1,
128_3,139.265.peg.4,50000,-224,,730,1,
128_3,139.265.peg.40,20928,194,,5054,1,
128_3,139.265.peg.41,20138,1352,,263,1,
128_3,139.265.peg.42,18782,593,,995,1,
128_3,139.265.peg.45,16757,-563,,1020,1,
128_3,139.265.peg.46,16074,-563,,910,1,
128_3,139.265.peg.48,15840,431,,318,1,
128_3,139.265.peg.49,15345,158,,-1,,
128_3,139.265.peg.5,49594,-413,,700,1,
128_3,139.265.peg.50,14922,545,,4,18,
128_3,139.265.peg.51,14346,752,,3,2,
128_3,139.265.peg.52,13618,584,,2,21,
128_3,139.265.peg.53,12986,1196,,1,21,
128_3,139.265.peg.54,11161,890,,612,1,
128_3,139.265.peg.55,10261,821,,701,1,
128_3,139.265.peg.56,9205,365,,1231,1,
128_3,139.265.peg.57,8850,425,,1213,1,
128_3,139.265.peg.58,8428,179,,1671,1,
128_3,139.265.peg.59,8226,1034,,487,1,
128_3,139.265.peg.6,48574,-791,,608,4,
128_3,139.265.peg.60,7130,626,,945,1,
128_3,139.265.peg.61,6501,872,,642,1,
128_3,139.265.peg.62,5632,335,,1297,1,
128_3,139.265.peg.63,4650,-473,,1148,1,
128_3,139.265.peg.64,2987,-1253,,322,1,
128_3,139.265.peg.65,2029,-848,,668,1,
128_3,139.265.peg.66,1953,509,,1092,1,
128_3,139.265.peg.67,1121,485,,947,1,
128_3,139.265.peg.7,47569,-755,,608,1,
128_3,139.265.peg.8,46517,-806,,608,2,
128_3,139.265.peg.9,44752,-1235,,313,1,
145_1,139.266.peg.1,579,578,,934,1,
145_1,139.266.peg.10,10480,374,,1258,1,
145_1,139.266.peg.100,100107,1388,,222,1,
145_1,139.266.peg.101,100651,521,,1103,1,
145_1,139.266.peg.102,100648,-593,,988,1,
145_1,139.266.peg.103,101427,-1424,,221,1,
145_1,139.266.peg.104,102918,-755,,790,1,
145_1,139.266.peg.105,103666,-1667,,83,1,
145_1,139.266.peg.106,105320,-437,,5002,1,
145_1,139.266.peg.107,105786,-1010,,496,1,
145_1,139.266.peg.108,106876,-1196,,335,1,
145_1,139.266.peg.109,109573,1364,,261,1,
145_1,139.266.peg.11,11323,839,,671,1,
145_1,139.266.peg.110,109577,-1367,,249,1,
145_1,139.266.peg.111,110948,-521,,1101,1,
145_1,139.266.peg.112,111487,-290,,1369,1,
145_1,139.266.peg.113,111791,-449,,1173,1,
145_1,139.266.peg.114,112252,-419,,1212,1,
145_1,139.266.peg.115,112811,-1694,,150,1,
145_1,139.266.peg.116,115410,701,,845,1,
145_1,139.266.peg.117,115407,-1301,,290,1,
145_1,139.266.peg.118,116727,-851,,552,1,
145_1,139.266.peg.119,117580,-692,,858,1,
145_1,139.266.peg.12,12064,740,,799,1,
145_1,139.266.peg.120,118277,-554,,1055,1,
145_1,139.266.peg.121,118866,-839,,633,1,
145_1,139.266.peg.122,119709,-782,,748,1,
145_1,139.266.peg.123,120706,-278,,1405,1,
145_1,139.266.peg.124,121003,-722,,742,1,
145_1,139.266.peg.125,121782,-611,,963,1,
145_1,139.266.peg.126,122393,-1655,,160,1,
145_1,139.266.peg.127,124051,-665,,896,1,
145_1,139.266.peg.128,124700,-749,,787,1,
145_1,139.266.peg.129,125436,-767,,761,1,
145_1,139.266.peg.13,12656,599,,969,1,
145_1,139.266.peg.130,126218,-1097,,415,1,
145_1,139.266.peg.131,127329,-2705,,39,1,
145_1,139.266.peg.132,130072,-944,,570,1,
145_1,139.266.peg.133,132327,1148,,368,1,
145_1,139.266.peg.134,132374,-1373,,258,1,
145_1,139.266.peg.135,135766,1889,,108,1,
145_1,139.266.peg.136,135776,-1892,,107,1,
145_1,139.266.peg.137,137782,-209,,98,1,
145_1,139.266.peg.138,138336,-311,,1255,1,
145_1,139.266.peg.139,138649,-3215,,22,1,
145_1,139.266.peg.14,14631,1982,,95,1,
145_1,139.266.peg.140,141883,-953,,540,1,
145_1,139.266.peg.141,142848,-1322,,233,1,
145_1,139.266.peg.142,144501,290,,122,1,
145_1,139.266.peg.143,144490,-872,,613,1,
145_1,139.266.peg.144,145375,-899,,609,1,
145_1,139.266.peg.145,146281,-1118,,388,1,
145_1,139.266.peg.146,147553,-1010,,512,1,
145_1,139.266.peg.147,148690,-1997,,91,1,
145_1,139.266.peg.148,152083,1205,,341,1,
145_1,139.266.peg.149,152916,806,,683,1,
145_1,139.266.peg.15,14628,-620,,950,1,
145_1,139.266.peg.150,152979,-611,,863,1,
145_1,139.266.peg.151,153605,-2699,,38,1,
145_1,139.266.peg.152,156377,-158,,-1,,
145_1,139.266.peg.153,157502,947,,385,1,
145_1,139.266.peg.154,157965,434,,1189,1,
145_1,139.266.peg.155,158378,416,,1222,1,
145_1,139.266.peg.156,159248,716,,712,1,
145_1,139.266.peg.157,159946,674,,876,1,
145_1,139.266.peg.158,161112,1118,,402,1,
145_1,139.266.peg.159,161104,-1601,,156,1,
145_1,139.266.peg.16,15248,-377,,1252,1,
145_1,139.266.peg.160,162949,167,,1547,1,
145_1,139.266.peg.161,162976,-1748,,143,1,
145_1,139.266.peg.162,164805,-986,,513,1,
145_1,139.266.peg.163,165819,-1844,,119,1,
145_1,139.266.peg.164,167783,-1520,,198,1,
145_1,139.266.peg.165,170612,1169,,365,1,
145_1,139.266.peg.166,170624,-377,,1262,1,
145_1,139.266.peg.167,171388,233,,1483,1,
145_1,139.266.peg.168,171436,-2003,,88,1,
145_1,139.266.peg.169,173433,-587,,998,1,
145_1,139.266.peg.17,16707,809,,542,1,
145_1,139.266.peg.170,174002,-986,,482,1,
145_1,139.266.peg.171,174985,-1001,,503,1,
145_1,139.266.peg.172,175973,-905,,605,1,
145_1,139.266.peg.173,176882,-875,,627,1,
145_1,139.266.peg.174,177772,-992,,526,1,
145_1,139.266.peg.175,178821,-626,,935,1,
145_1,139.266.peg.176,179444,-1865,,111,1,
145_1,139.266.peg.177,181312,-1394,,247,1,
145_1,139.266.peg.178,183284,494,,1125,1,
145_1,139.266.peg.179,185179,1883,,112,1,
145_1,139.266.peg.18,16710,-980,,535,1,
145_1,139.266.peg.180,186456,1274,,312,1,
145_1,139.266.peg.181,186850,392,,1241,1,
145_1,139.266.peg.182,187098,245,,1459,1,
145_1,139.266.peg.183,187082,-653,,870,1,
145_1,139.266.peg.184,187728,-413,,1204,1,
145_1,139.266.peg.185,188138,-260,,1359,1,
145_1,139.266.peg.186,188612,-347,,1313,1,
145_1,139.266.peg.187,188980,-200,,1570,1,
145_1,139.266.peg.188,189203,-560,,1042,1,
145_1,139.266.peg.189,190621,653,,903,1,
145_1,139.266.peg.19,17695,-512,,1107,1,
145_1,139.266.peg.190,191363,740,,789,1,
145_1,139.266.peg.191,191422,-809,,717,1,
145_1,139.266.peg.192,192228,-1139,,379,1,
145_1,139.266.peg.193,194777,1073,,429,1,
145_1,139.266.peg.194,195640,860,,655,1,
145_1,139.266.peg.195,197600,2003,,94,1,
145_1,139.266.peg.196,199854,2264,,57,1,
145_1,139.266.peg.197,199869,-1085,,410,1,
145_1,139.266.peg.198,200956,-1526,,189,1,
145_1,139.266.peg.199,203992,1238,,328,1,
145_1,139.266.peg.2,670,-1028,,419,1,
145_1,139.266.peg.20,18215,-1667,,157,1,
145_1,139.266.peg.200,204976,935,,581,1,
145_1,139.266.peg.201,205948,971,,545,1,
145_1,139.266.peg.202,208010,1577,,173,1,
145_1,139.266.peg.203,207988,-536,,943,1,
145_1,139.266.peg.204,209446,836,,546,1,
145_1,139.266.peg.205,211178,1745,,145,1,
145_1,139.266.peg.206,211972,767,,63,1,
145_1,139.266.peg.207,215324,3359,,,,
145_1,139.266.peg.208,217163,1832,,123,1,
145_1,139.266.peg.209,218216,1031,,489,1,
145_1,139.266.peg.21,19954,-431,,457,,
145_1,139.266.peg.210,218329,-653,,904,1,
145_1,139.266.peg.211,218960,-578,,1010,1,
145_1,139.266.peg.212,220543,839,,606,1,
145_1,139.266.peg.213,221541,908,,603,1,
145_1,139.266.peg.214,223082,1544,,193,1,
145_1,139.266.peg.215,223865,782,,753,1,
145_1,139.266.peg.216,223868,-821,,702,1,
145_1,139.266.peg.217,224730,-1784,,135,1,
145_1,139.266.peg.218,226514,-1217,,327,1,
145_1,139.266.peg.219,227718,-707,,833,1,
145_1,139.266.peg.22,20348,-638,,457,,
145_1,139.266.peg.220,228446,-353,,5005,1,
145_1,139.266.peg.221,228768,-284,,1397,1,
145_1,139.266.peg.222,230128,1007,,515,1,
145_1,139.266.peg.223,230118,-1277,,285,1,
145_1,139.266.peg.224,232226,701,,834,1,
145_1,139.266.peg.225,235157,2915,,31,1,
145_1,139.266.peg.226,235193,-245,,1391,1,
145_1,139.266.peg.227,235499,-1547,,183,1,
145_1,139.266.peg.228,237126,-407,,1232,1,
145_1,139.266.peg.229,237534,-326,,1337,1,
145_1,139.266.peg.23,20961,-1043,,456,1,
145_1,139.266.peg.230,237873,-257,,1341,1,
145_1,139.266.peg.231,238205,-827,,672,1,
145_1,139.266.peg.232,239048,-1106,,411,1,
145_1,139.266.peg.233,240187,-2006,,84,1,
145_1,139.266.peg.234,243907,1565,,187,1,
145_1,139.266.peg.235,244681,-602,,954,1,
145_1,139.266.peg.236,246458,764,,757,1,
145_1,139.266.peg.237,248006,1505,,205,1,
145_1,139.266.peg.238,248338,152,,-1,,
145_1,139.266.peg.239,249993,1583,,178,1,
145_1,139.266.peg.24,22049,-593,,994,1,
145_1,139.266.peg.240,250080,-494,,1124,1,
145_1,139.266.peg.241,250561,-554,,1049,1,
145_1,139.266.peg.242,251116,-1025,,474,1,
145_1,139.266.peg.243,252943,605,,971,1,
145_1,139.266.peg.244,254835,1772,,140,1,
145_1,139.266.peg.245,255553,704,,843,1,
145_1,139.266.peg.246,256164,614,,962,1,
145_1,139.266.peg.247,258889,2522,,45,1,
145_1,139.266.peg.248,261207,2303,,60,1,
145_1,139.266.peg.249,261196,-2420,,50,1,
145_1,139.266.peg.25,23861,1139,,384,1,
145_1,139.266.peg.250,266018,2126,,74,1,
145_1,139.266.peg.251,266955,944,,562,1,
145_1,139.266.peg.252,267179,209,,1521,1,
145_1,139.266.peg.253,267217,-2363,,54,1,
145_1,139.266.peg.254,269577,-800,,727,1,
145_1,139.266.peg.255,270392,-2192,,71,1,
145_1,139.266.peg.256,272538,-1013,,493,1,
145_1,139.266.peg.257,275140,1382,,243,1,
145_1,139.266.peg.258,275147,-1253,,317,1,
145_1,139.266.peg.259,276968,506,,1113,1,
145_1,139.266.peg.26,23868,-731,,811,1,
145_1,139.266.peg.260,276994,-1469,,202,1,
145_1,139.266.peg.261,278441,-521,,1100,1,
145_1,139.266.peg.262,278982,-302,,1366,1,
145_1,139.266.peg.263,279311,-1904,,104,1,
145_1,139.266.peg.264,281218,-479,,1144,1,
145_1,139.266.peg.265,281704,-887,,625,1,
145_1,139.266.peg.266,282603,-1166,,356,1,
145_1,139.266.peg.267,283773,-2090,,81,1,
145_1,139.266.peg.268,285875,-1118,,394,1,
145_1,139.266.peg.269,286993,-788,,718,1,
145_1,139.266.peg.27,24600,-926,,578,1,
145_1,139.266.peg.270,287814,-263,,1430,1,
145_1,139.266.peg.271,288086,-764,,773,1,
145_1,139.266.peg.272,288861,-626,,919,1,
